web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,price,Address,bedrooms,bathrooms,Squarefeet,datesold
1680470639-66,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2124-N-84th-St-Milwaukee-WI-53226/2061636966_zpid/,": $272,000","2124 North 84th St, Wauwatosa, WI 53226",3 bd,2 ba,"1,537 sqft","Sold: $272,000Sold on 10/28/22Zestimate®: None HelpHelp"
1680470644-67,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2235-N-60th-St-Wauwatosa-WI-53208/110754397_zpid/,": $125,000","2235 N 60th St, Wauwatosa, WI 53208",3 bd,null,null,"Sold: $125,000Sold on 10/28/22Zestimate®: $311,100"
1680470650-68,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2379-N-65th-St-Wauwatosa-WI-53213/110720552_zpid/,": $207,000","2379 North 65th St, Wauwatosa, WI 53213",3 bd,1 ba,"1,554 sqft","Sold: $207,000Sold on 10/28/22Zestimate®: $282,200"
1680470655-69,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2114-N-86th-St-2116-Milwaukee-WI-53226/2061614099_zpid/,": $357,500","2114 North 86th St UNIT 2116, Wauwatosa, WI 53226",3 bd,2 ba,"2,573 sqft","Sold: $357,500Sold on 10/31/22Zestimate®: $350,090"
1680470660-70,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2114-N-86th-St-Wauwatosa-WI-53226/110713428_zpid/,": $357,500","2114 N 86th St, Wauwatosa, WI 53226",1 bd,null,null,"Sold: $357,500Sold on 11/01/22Zestimate®: $376,900"
1680470666-71,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/8401-Jackson-Park-Blvd-Wauwatosa-WI-53226/110720241_zpid/,": $355,000","8401 Jackson Park Blvd, Wauwatosa, WI 53226",3 bd,2 ba,"2,027 sqft","Sold: $355,000Sold on 11/02/22Zestimate®: $374,300"
1680470672-72,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2168-N-62nd-St-Wauwatosa-WI-53213/110712704_zpid/,": $315,000","2168 North 62nd St, Wauwatosa, WI 53213",3 bd,2 ba,"1,750 sqft","Sold: $315,000Sold on 11/02/22Zestimate®: $332,100"
1680470676-73,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6418-Vista-Ave-Milwaukee-WI-53213/110727020_zpid/,": $336,650","6418 Vista Ave, Wauwatosa, WI 53213",3 bd,2 ba,"1,296 sqft","Sold: $336,650Sold on 11/03/22Zestimate®: $355,000"
1680470682-74,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2378-N-86th-St-Wauwatosa-WI-53226/110703157_zpid/,": $240,000","2378 North 86th St, Wauwatosa, WI 53226",3 bd,1 ba,"2,003 sqft","Sold: $240,000Sold on 11/03/22Zestimate®: $253,200"
1680470688-75,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2053-N-84th-St-Wauwatosa-WI-53226/97305397_zpid/,": $280,000","2053 North 84th St, Wauwatosa, WI 53226",4 bd,2 ba,"1,247 sqft","Sold: $280,000Sold on 11/03/22Zestimate®: $147,700"
1680470693-76,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2008-N-81st-St-Wauwatosa-WI-53213/110715182_zpid/,": $180,000","2008 N 81st St, Wauwatosa, WI 53213",5 bd,null,null,"Sold: $180,000Sold on 11/04/22Zestimate®: $427,800"
1680470699-77,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1615-Mountain-Ave-Wauwatosa-WI-53213/110736018_zpid/,": $492,500","1615 Mountain Ave, Wauwatosa, WI 53213",3 bd,2 ba,"1,696 sqft","Sold: $492,500Sold on 11/07/22Zestimate®: $519,500"
1680470704-78,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1625-N-70th-St-1627-Milwaukee-WI-53213/2061438707_zpid/,": $427,500","1625 North 70th St UNIT 1627, Wauwatosa, WI 53213",6 bd,4 ba,"2,730 sqft","Sold: $427,500Sold on 11/09/22Zestimate®: None HelpHelp"
1680470709-79,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2249-N-63rd-St-1TY71J4O9Y-Milwaukee-WI-53213/2058848950_zpid/,": $380,000","2249 North 63rd 1TY71J4O9YNF, Wauwatosa, WI 53213",3 bd,2 ba,"1,524 sqft","Sold: $380,000Sold on 11/10/22Zestimate®: None HelpHelp"
1680470715-80,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1849-Underwood-Ave-Wauwatosa-WI-53213/110757468_zpid/,": $447,000","1849 Underwood Ave, Wauwatosa, WI 53213",3 bd,2 ba,"1,524 sqft","Sold: $447,000Sold on 11/10/22Zestimate®: $472,200"
1680470721-81,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1651-Mountain-Ave-Wauwatosa-WI-53213/99400351_zpid/,": $632,000","1651 Mountain Ave, Wauwatosa, WI 53213",4 bd,2 ba,"2,256 sqft","Sold: $632,000Sold on 11/10/22Zestimate®: $666,900"
1680470726-82,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6028-W-Vliet-St-Wauwatosa-WI-53213/110731009_zpid/,": $367,500","6028 W Vliet St, Wauwatosa, WI 53213",#NAME?,null,null,"Sold: $367,500Sold on 11/14/22Zestimate®: $470,800"
1680470732-83,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1924-N-81st-St-Wauwatosa-WI-53213/110724903_zpid/,": $400,000","1924 North 81st St, Milwaukee, WI 53213",4 bd,1 ba,"1,716 sqft","Sold: $400,000Sold on 11/14/22Zestimate®: $422,100"
1680470892-84,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/8023-W-North-Ave-APT-3-Wauwatosa-WI-53213/110738551_zpid/,": $153,000","8023 West North Ave UNIT 3, Wauwatosa, WI 53213",2 bd,1 ba,847 sqft,"Sold: $153,000Sold on 07/28/22Zestimate®: $159,000"
1680470898-85,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2244-N-72nd-St-Wauwatosa-WI-53213/110757195_zpid/,": $412,500","2244 North 72nd St, Wauwatosa, WI 53213",3 bd,3 ba,"2,166 sqft","Sold: $412,500Sold on 07/29/22Zestimate®: $430,000"
