web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,price,Address,bedrooms,bathrooms,Squarefeet,datesold
1680470532-46,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6520-W-North-Ave-Milwaukee-WI-53213/110726428_zpid/,": $810,000","6520 W North Ave, Milwaukee, WI 53213",#NAME?,null,null,"Sold: $810,000Sold on 09/12/22Zestimate®: None HelpHelp"
1680470537-47,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6818-W-North-Ave-Wauwatosa-WI-53213/110726312_zpid/,": $519,500","6818 W North Ave, Wauwatosa, WI 53213",4 bd,null,null,"Sold: $519,500Sold on 09/13/22Zestimate®: None HelpHelp"
1680470543-48,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2168-N-67th-St-Wauwatosa-WI-53213/110707335_zpid/,": $323,500","2168 North 67th St, Milwaukee, WI 53213",3 bd,1 ba,"1,416 sqft","Sold: $323,500Sold on 09/19/22Zestimate®: $338,500"
1680470548-49,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2053-N-85th-St-Wauwatosa-WI-53226/110756567_zpid/,": $325,000","2053 North 85th St, Wauwatosa, WI 53226",4 bd,1 ba,"1,875 sqft","Sold: $325,000Sold on 09/22/22Zestimate®: $340,200"
1680470554-50,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1319-N-63rd-St-Wauwatosa-WI-53213/110757008_zpid/,": $366,500","1319 North 63rd St, Wauwatosa, WI 53213",3 bd,1 ba,"1,965 sqft","Sold: $366,500Sold on 09/23/22Zestimate®: $384,000"
1680470560-51,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2016-Pleasant-St-Wauwatosa-WI-53213/110725663_zpid/,": $418,000","2016 Pleasant St, Wauwatosa, WI 53213",5 bd,2 ba,"1,705 sqft","Sold: $418,000Sold on 09/23/22Zestimate®: $437,700"
1680470563-52,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2109-N-89th-St-Wauwatosa-WI-53226/110748270_zpid/,": $420,000","2109 North 89th St, Wauwatosa, WI 53226",4 bd,3 ba,"2,766 sqft","Sold: $420,000Sold on 09/26/22Zestimate®: $440,000"
1680470569-53,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2217-N-66th-St-Wauwatosa-WI-53213/110758849_zpid/,": $250,000","2217 North 66th St, Wauwatosa, WI 53213",2 bd,1 ba,"1,132 sqft","Sold: $250,000Sold on 09/28/22Zestimate®: $262,000"
1680470575-54,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2344-N-65th-St-2346-Milwaukee-WI-53213/2061994572_zpid/,": $375,000","2344 North 65th St UNIT 2346, Wauwatosa, WI 53213",4 bd,2 ba,"1,944 sqft","Sold: $375,000Sold on 09/29/22Zestimate®: None HelpHelp"
1680470580-55,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2352-N-85th-St-2354-Milwaukee-WI-53226/2062394281_zpid/,": $375,000","2352 North 85th St UNIT 2354, Wauwatosa, WI 53226",4 bd,2 ba,"2,078 sqft","Sold: $375,000Sold on 09/30/22Zestimate®: None HelpHelp"
1680470586-56,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2102-N-91st-St-Wauwatosa-WI-53226/110710012_zpid/,": $727,000","2102 North 91st St, Wauwatosa, WI 53226",4 bd,3 ba,"3,085 sqft","Sold: $727,000Sold on 10/03/22Zestimate®: $763,000"
1680470591-57,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/8201-Aberdeen-Ct-Wauwatosa-WI-53213/110743417_zpid/,": $385,000","8201 Aberdeen  Ct, Wauwatosa, WI 53213",3 bd,2 ba,"1,607 sqft","Sold: $385,000Sold on 10/05/22Zestimate®: $405,000"
1680470596-58,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2352-N-85th-St-Wauwatosa-WI-53226/110738323_zpid/,": $375,000","2352 N 85th St, Wauwatosa, WI 53226",4 bd,null,null,"Sold: $375,000Sold on 10/05/22Zestimate®: $393,500"
1680470601-59,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6507-Betsy-Ross-Pl-Wauwatosa-WI-53213/110748813_zpid/,": $540,000","6507 Betsy Ross Pl, Wauwatosa, WI 53213",3 bd,2 ba,"2,065 sqft","Sold: $540,000Sold on 10/06/22Zestimate®: $495,000"
1680470607-60,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2134-N-61st-St-Wauwatosa-WI-53213/109177874_zpid/,": $315,000","2134 North 61st St, Wauwatosa, WI 53213",4 bd,2 ba,"1,870 sqft","Sold: $315,000Sold on 10/12/22Zestimate®: $330,900"
1680470611-61,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/9343-Stickney-Ave-Wauwatosa-WI-53226/110757924_zpid/,": $602,000","9343 Stickney Ave, Wauwatosa, WI 53226",3 bd,2 ba,"2,194 sqft","Sold: $602,000Sold on 10/14/22Zestimate®: $632,700"
1680470616-62,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2032-Two-Tree-Ln-Wauwatosa-WI-53213/110735712_zpid/,": $462,000","2032 Two Tree Ln, Wauwatosa, WI 53213",3 bd,2 ba,"1,666 sqft","Sold: $462,000Sold on 10/14/22Zestimate®: $434,000"
1680470622-63,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2377-N-88th-St-Wauwatosa-WI-53226/110711705_zpid/,": $415,000","2377 North 88th St, Wauwatosa, WI 53226",3 bd,2 ba,"1,626 sqft","Sold: $415,000Sold on 10/17/22Zestimate®: $436,700"
1680470628-64,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1227-Elm-Lawn-St-Wauwatosa-WI-53213/110740342_zpid/,": $357,000","1227 Elm Lawn St, Wauwatosa, WI 53213",4 bd,2 ba,"2,027 sqft","Sold: $357,000Sold on 10/20/22Zestimate®: $375,600"
1680470634-65,https://www.zillow.com/wauwatosa-wi/sold/2_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A2%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2345-N-66th-St-Wauwatosa-WI-53213/110717956_zpid/,": $323,000","2345 North 66th St, Wauwatosa, WI 53213",4 bd,2 ba,"2,130 sqft","Sold: $323,000Sold on 10/21/22Zestimate®: $339,900"
